n,tempo_de_execucao
89610,0.00039 segundos
89710,0.000436 segundos
89810,0.000361 segundos
89910,0.000393 segundos
90010,0.00038 segundos
90110,0.000566 segundos
90210,0.000413 segundos
90310,0.00039 segundos
90410,0.000657 segundos
90510,0.000671 segundos
90610,0.000475 segundos
90710,0.000388 segundos
90810,0.000431 segundos
90910,0.000442 segundos
91010,0.00042 segundos
91110,0.000406 segundos
91210,0.00068 segundos
91310,0.000486 segundos
91410,0.000428 segundos
91510,0.000429 segundos
91610,0.000412 segundos
91710,0.000441 segundos
91810,0.000379 segundos
91910,0.000426 segundos
92010,0.000388 segundos
92110,0.000369 segundos
92210,0.000383 segundos
92310,0.000416 segundos
92410,0.00042 segundos
92510,0.00071 segundos
92610,0.000473 segundos
92710,0.000572 segundos
92810,0.000704 segundos
92910,0.000431 segundos
93010,0.000406 segundos
93110,0.0004 segundos
93210,0.000481 segundos
93310,0.000459 segundos
93410,0.000401 segundos
93510,0.000406 segundos
93610,0.000715 segundos
93710,0.00045 segundos
93810,0.000391 segundos
93910,0.000417 segundos
94010,0.000734 segundos
94110,0.000411 segundos
94210,0.00041 segundos
94310,0.000426 segundos
94410,0.000606 segundos
94510,0.000374 segundos
94610,0.000426 segundos
94710,0.000422 segundos
94810,0.000728 segundos
94910,0.000413 segundos
95010,0.000404 segundos
95110,0.000436 segundos
95210,0.000779 segundos
95310,0.000469 segundos
95410,0.000418 segundos
95510,0.000446 segundos
95610,0.00046 segundos
95710,0.000473 segundos
95810,0.000395 segundos
95910,0.000425 segundos
96010,0.000561 segundos
96110,0.000457 segundos
96210,0.000436 segundos
96310,0.000546 segundos
96410,0.000567 segundos
96510,0.00047 segundos
96610,0.000477 segundos
96710,0.00048 segundos
96810,0.000507 segundos
96910,0.000429 segundos
97010,0.000437 segundos
97110,0.000717 segundos
97210,0.000437 segundos
97310,0.000425 segundos
97410,0.000407 segundos
97510,0.000457 segundos
97610,0.000382 segundos
97710,0.000446 segundos
97810,0.000405 segundos
97910,0.000453 segundos
98010,0.000409 segundos
98110,0.000397 segundos
98210,0.000432 segundos
98310,0.000467 segundos
98410,0.000442 segundos
98510,0.000439 segundos
98610,0.000385 segundos
98710,0.000456 segundos
98810,0.000544 segundos
98910,0.000446 segundos
99010,0.000405 segundos
99110,0.000438 segundos
99210,0.000424 segundos
99310,0.00044 segundos
99410,0.000429 segundos
99510,0.000426 segundos
99610,0.000455 segundos
99710,0.000461 segundos
99810,0.000454 segundos
99910,0.000436 segundos
100010,0.000687 segundos
100110,0.000453 segundos
100210,0.00042 segundos
100310,0.000403 segundos
100410,0.00043 segundos
100510,0.000386 segundos
100610,0.000433 segundos
100710,0.00043 segundos
100810,0.000412 segundos
100910,0.000447 segundos
101010,0.000444 segundos
101110,0.000444 segundos
101210,0.000421 segundos
101310,0.000426 segundos
101410,0.000468 segundos
101510,0.000397 segundos
101610,0.000425 segundos
101710,0.000488 segundos
101810,0.000498 segundos
101910,0.000453 segundos
102010,0.00045 segundos
102110,0.000445 segundos
102210,0.000538 segundos
102310,0.000422 segundos
102410,0.000453 segundos
102510,0.000527 segundos
102610,0.000568 segundos
102710,0.000528 segundos
102810,0.000481 segundos
102910,0.000483 segundos
103010,0.000468 segundos
103110,0.000488 segundos
103210,0.000481 segundos
103310,0.000492 segundos
103410,0.000457 segundos
103510,0.000473 segundos
103610,0.000455 segundos
103710,0.000482 segundos
103810,0.000432 segundos
103910,0.000521 segundos
104010,0.000414 segundos
104110,0.000709 segundos
104210,0.000407 segundos
104310,0.000509 segundos
104410,0.000421 segundos
104510,0.000762 segundos
104610,0.000449 segundos
104710,0.000493 segundos
104810,0.0005 segundos
104910,0.000663 segundos
105010,0.000473 segundos
105110,0.000461 segundos
